Time_msec,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Prs,KeySignal,PPS_Year,PPS_Month,PPS_Day,PPS_Hour,PPS_Minute,PPS_Sec,GPS_FixStatus,GPS_Latitude,GPS_Longitude,GPS_Altitude
0.0,-0.4889788777674009,9.365507761639654,1.9215729324109239,0.027738973736521087,0.04446128258037315,0.01842302475036414,7.2396002876758345,-5.850000232458096,-3.5340001404285317,1015.0615234375,,,,,,,,,,,
5.0,-0.49357242037271065,9.348969017559675,1.9601616763468197,0.04298519432383074,0.046259574298644766,0.005717840927606096,7.275600289106346,-5.850000232458096,-3.4740001380443464,1015.059990234375,,,,,,,,,,,
10.0,-0.4949125762850807,9.318186919076208,2.005837451542512,0.057079491847498436,0.047647488579445195,-0.005835179947488146,7.311600290536857,-5.850000232458096,-3.4140001356601606,1015.05845703125,,,,,,,,,,,
15.0,-0.5073938575594673,9.33993720702875,2.0337837721955947,0.06728360428119516,0.04451947232227722,-0.016000400299033032,7.347600291967368,-5.850000232458096,-3.3540001332759752,1015.056923828125,,,,,,,,,,,
20.0,-0.5252723434264092,9.420484951728458,2.0211886068376033,0.07220914994559284,0.03951566272553044,-0.025490156199913256,7.38360029339788,-5.850000232458096,-3.2940001308917894,1015.055390625,,,,,,,,,,,
25.0,-0.5189956631081514,9.486715574687317,1.9665996034478752,0.0725806495205716,0.03570410757870623,-0.028598352370314495,7.419600294828391,-5.850000232458096,-3.2340001285076037,1015.053857421875,,,,,,,,,,,
30.0,-0.5103029008072618,9.552683536511232,1.8880331239204378,0.07671486347531817,0.03420845333908886,-0.025783418273132522,7.455600296258903,-5.850000232458096,-3.1740001261234183,1015.05232421875,,,,,,,,,,,
35.0,-0.4863362221623836,9.564781910564793,1.8519680712219997,0.08762257075202218,0.035850471296344895,-0.020329564634780525,7.4916002976894145,-5.850000232458096,-3.114000123739233,1015.050791015625,,,,,,,,,,,
40.0,-0.4533363713421612,9.550119402196804,1.8677015767392038,0.09858816080576155,0.040131101829910545,-0.011367582069881206,7.527600299119926,-5.850000232458096,-3.054000121355047,1015.0492578125,,,,,,,,,,,
45.0,-0.4630597117345399,9.536565459403118,1.875972939480196,0.10232240542441068,0.04062006031392491,-0.004877009800611691,7.563600300550437,-5.850000232458096,-2.9940001189708614,1015.047724609375,,,,,,,,,,,
50.0,-0.4803641191003217,9.57469858769948,1.929037065888135,0.09875485281750182,0.03934947892112783,-0.003665191429188092,7.599600301980948,-5.850000232458096,-2.934000116586676,1015.04619140625,,,,,,,,,,,
55.0,-0.4714059645071554,9.593610247396164,1.9310277669088387,0.0906235351709469,0.03604613112721488,-0.002648776723368727,7.63560030341146,-5.850000232458096,-2.8740001142024907,1015.044658203125,,,,,,,,,,,
60.0,-0.468993234870049,9.582698601781914,1.8660143770767945,0.0806629311309009,0.031168486992480215,-0.0013780367470408925,7.650000303983664,-5.835600231885891,-2.900400115251532,1015.043125,,,,,,,,,,,
65.0,-0.4646286228821616,9.650695589865773,1.8393719105135422,0.07161276861696995,0.02831477266739447,0.003235248008616562,7.650000303983664,-5.811600230932217,-2.984400118589392,1015.041591796875,,,,,,,,,,,
70.0,-0.4778747474739259,9.712100753550601,1.8559106545935253,0.06504520499529555,0.025773735902839018,0.008317321537727468,7.650000303983664,-5.787600229978543,-3.068400121927252,1015.04005859375,,,,,,,,,,,
75.0,-0.48331233944359975,9.710112051099303,1.871073800663088,0.06475171524898962,0.023232194948384837,0.010976258390704026,7.650000303983664,-5.763600229024869,-3.1524001252651117,1015.038525390625,,,,,,,,,,,
80.0,-0.4831968866527739,9.744186872602372,1.8327488482176089,0.06203433053296309,0.023134615119171878,0.009930371675873658,7.650000303983664,-5.739600228071194,-3.2364001286029715,1015.0369921875,,,,,,,,,,,
85.0,-0.47994209048389413,9.763060708979635,1.826738921836143,0.05340446147322049,0.020681498226681305,0.01518828494905966,7.650000303983664,-5.715600227117521,-3.3204001319408314,1015.035458984375,,,,,,,,,,,
90.0,-0.49449344654681365,9.765359523059578,1.8143300056704845,0.048322274186857216,0.019410951405090488,0.02267482966135857,7.650000303983664,-5.691600226163846,-3.4044001352786912,1015.03392578125,,,,,,,,,,,
95.0,-0.46244482386242675,9.75126978683401,1.8633787694727146,0.04379654736276811,0.018511706933429455,0.02847130053208669,7.650000303983664,-5.667600225210172,-3.4884001386165506,1015.032392578125,,,,,,,,,,,
100.0,-0.4277598446281939,9.767501962956839,1.8989824572280118,0.04276056667386108,0.0200167630090771,0.031012337296641376,7.650000303983664,-5.643600224256497,-3.572400141954411,1015.030859375,,,,,,,,,,,
105.0,-0.4288334379297087,9.779712476590671,1.8940054738013157,0.04332733575278255,0.02340807127243225,0.03213656924431061,7.650000303983664,-5.6196002233028235,-3.6564001452922703,1015.029326171875,,,,,,,,,,,
110.0,-0.4328182159218546,9.820144060748374,1.8929337121766137,0.04786296849708582,0.03142347704514957,0.02466838491024753,7.650000303983664,-5.595600222349149,-3.7404001486301306,1015.02779296875,,,,,,,,,,,
115.0,-0.4905485455222594,9.827609189576012,1.8670545989074667,0.05612133798186817,0.04107941675043354,0.009549216161184473,7.650000303983664,-5.5716002213954745,-3.82440015196799,1015.026259765625,,,,,,,,,,,
120.0,-0.48273690716630996,9.8120671021581,1.7339755672749744,0.05735296428199414,0.04018036950383041,0.008395552907577649,7.6452003037929295,-5.547600220441801,-3.891600154638278,1015.0247265625,,,,,,,,,,,
125.0,-0.5393645159519045,9.745640084347478,1.5848090267899089,0.045877148265616535,0.02680844607339608,0.03674262930430226,7.597200301885581,-5.523600219488126,-3.8076001513004183,1015.023193359375,,,,,,,,,,,
130.0,-0.4853816810232405,9.771214620360357,1.6713348466543534,0.018042885650405533,0.010800168560377247,0.08883388297761022,7.549200299978232,-5.499600218534452,-3.7236001479625584,1015.02537109375,,,,,,,,,,,
135.0,-0.5379136945389426,9.817885140615065,1.936160368118072,0.004036768287205602,0.014250557065014359,0.09306551601078533,7.501200298070884,-5.475600217580777,-3.6396001446246986,1015.027548828125,,,,,,,,,,,
140.0,-0.5068683124895742,9.834962839146542,1.9680806850071215,0.00917771658620581,0.016986322563659798,0.054086983948147364,7.453200296163535,-5.451600216627104,-3.5556001412868388,1015.0297265625,,,,,,,,,,,
145.0,-0.365393172350468,9.787602071162926,1.9111187660007547,0.017192146541595114,0.02098438980901024,0.028598352370318873,7.405200294256187,-5.427600215673429,-3.471600137948979,1015.031904296875,,,,,,,,,,,
150.0,-0.404140177017527,9.722671375970565,1.8451986924011856,0.03406056499937821,0.02954615908348919,0.014934689479973706,7.357200292348838,-5.403600214719755,-3.387600134611119,1015.03408203125,,,,,,,,,,,
155.0,-0.4317414616006941,9.720908872979312,1.825359788022589,0.045399474004092014,0.0398087926458055,0.007262014749753183,7.30920029044149,-5.37960021376608,-3.3036001312732592,1015.036259765625,,,,,,,,,,,
160.0,-0.5189558490878449,9.65046367319686,1.651161082510529,0.04600547062218916,0.03781494681900097,0.0020231734719320564,7.261200288534141,-5.355600212812407,-3.2196001279353994,1015.0384375,,,,,,,,,,,
165.0,-0.5196854410117455,9.604140060445173,1.498792826385988,0.016500730437908718,0.02029170318697035,0.025576043242603413,7.213200286626793,-5.331600211858732,-3.1356001245975396,1015.040615234375,,,,,,,,,,,
170.0,-0.40290911872670565,9.6108012009547,1.5855458975899113,-0.021757578717079677,-0.0018772001869699871,0.05931835678752829,7.165200284719445,-5.307600210905058,-3.0516001212596797,1015.04279296875,,,,,,,,,,,
175.0,-0.4973647058171758,9.63710308329655,1.8990252573000346,-0.03925190310937147,0.0033135119409768987,0.04687501340301671,7.117200282812096,-5.283600209951384,-2.96760011792182,1015.044970703125,,,,,,,,,,,
180.0,-0.31222951089173956,9.65900079452429,2.0393696792596394,-0.03239110384509076,0.012207140616896345,0.009013565611245354,7.069200280904748,-5.25960020899771,-2.88360011458396,1015.0471484375,,,,,,,,,,,
185.0,-0.38067732256234466,9.582923597793512,1.8735865879777538,-0.012431050412130894,0.033682095149628555,-0.03484638624849886,7.143600283861137,-5.286000210046751,-2.8212001121044072,1015.049326171875,,,,,,,,,,,
190.0,-0.27499942040256,9.654218135321884,1.6901330363935916,0.0002543577801100861,0.03888040353438722,-0.03920286109981587,7.29960029006002,-5.346000212430937,-2.7732001101970587,1015.05150390625,,,,,,,,,,,
195.0,-0.38621490967655614,9.612104855229038,1.515525663815654,0.011689023220609624,0.037932342717538134,-0.02862808250045939,7.455600296258903,-5.406000214815123,-2.72520010828971,1015.053681640625,,,,,,,,,,,
200.0,-0.24998848882967287,9.690288508704207,1.7496167723053753,0.004944869596164874,0.03544949971234514,-0.007494567981688311,7.611600302457785,-5.4660002171993085,-2.6772001063823616,1015.055859375,,,,,,,,,,,
205.0,-0.6822351375066009,9.64832068354825,1.8278776028193822,0.0219520166089522,0.05659956110091004,-0.06529956277545856,7.767600308656668,-5.526000219583493,-2.629200104475013,1015.058037109375,,,,,,,,,,,
210.0,-0.4651690982094934,9.660840202267472,1.5320952637614702,0.019890219378220365,0.03097371353783586,-0.08115258294212434,7.923600314855551,-5.586000221967679,-2.5812001025676645,1015.06021484375,,,,,,,,,,,
215.0,-0.368063608111621,9.637719086615508,1.5522255811764956,0.008415377117526213,0.0199490007952565,-0.07085147215215178,8.079600321054434,-5.646000224351865,-2.533200100660316,1015.062392578125,,,,,,,,,,,
220.0,-0.4647401021392874,9.598856739936247,1.6647595611833843,0.007701882433354169,0.014553533965290289,-0.06145802339477952,8.235600327253316,-5.706000226736051,-2.4852000987529674,1015.0645703125,,,,,,,,,,,
225.0,-0.38212501442947017,9.6108785834002,1.809316306503035,0.013057371518352493,0.021707568872213735,-0.06845527633336997,8.391600333452198,-5.766000229120237,-2.4372000968456193,1015.066748046875,,,,,,,,,,,
230.0,-0.39888507501665077,9.576076152805799,1.9333499090895645,0.029995300414780813,0.025372955464855903,-0.09287032378989986,8.547600339651082,-5.826000231504422,-2.389200094938271,1015.06892578125,,,,,,,,,,,
235.0,-0.49605482454543076,9.552641620389995,2.0597664019176514,0.04463788463552214,0.02809065322476556,-0.10772776184049132,8.703600345849964,-5.886000233888607,-2.3412000930309222,1015.071103515625,,,,,,,,,,,
240.0,-0.3810918405997969,9.480976383644663,1.729310032480851,0.06306040117849813,0.0443532885178754,-0.11103110963440427,8.859600352048846,-5.946000236272793,-2.2932000911235737,1015.07328125,,,,,,,,,,,
245.0,-0.3737382862780341,9.42921548185602,1.465824126081956,0.08120098052104842,0.061653292898711916,-0.0944547356455028,8.992800357341737,-6.008400238752347,-2.25960008978843,1015.075458984375,,,,,,,,,,,
250.0,-0.6007925726978283,9.250214321324922,1.3432951882571909,0.08003706780249355,0.06048938018015706,-0.05450523859970767,8.920800354480715,-6.092400242090206,-2.355600093603127,1015.07763671875,,,,,,,,,,,
255.0,-0.6582800367748246,9.19425472028159,1.3055584643573792,0.02425013025893341,0.028452242756408723,0.04745030412634975,8.848800351619692,-6.176400245428066,-2.4516000974178236,1015.07814453125,,,,,,,,,,,
260.0,-0.5134847028108084,9.410686164305837,1.6218797667767393,-0.06541760537758365,-0.015570391964935893,0.159559220168701,8.77680034875867,-6.260400248765926,-2.5476001012325207,1015.07865234375,,,,,,,,,,,
265.0,-0.563320612035047,9.461220666715173,1.9031340642069616,-0.08332008730223862,-0.015469831822552182,0.1517730767024268,8.704800345897647,-6.344400252103786,-2.6436001050472178,1015.07916015625,,,,,,,,,,,
270.0,-0.42274526875705065,9.41895410264357,1.9678577264929245,-0.04279004270033945,0.0167327270945613,0.06843672676495811,8.632800343036624,-6.4284002554416455,-2.739600108861915,1015.07966796875,,,,,,,,,,,
275.0,-0.3711343540941867,9.367653737339994,1.732960978152944,-0.013312999816845654,0.026428815180743772,0.05056764802924307,8.560800340175602,-6.512400258779506,-2.8356001126766115,1015.08017578125,,,,,,,,,,,
280.0,-0.4221701710931421,9.383157006295143,1.6503198599668056,-0.0011533623677730288,0.03215588514117456,0.09750359747091095,8.48880033731458,-6.596400262117365,-2.9316001164913086,1015.08068359375,,,,,,,,,,,
285.0,-0.5061685810813367,9.37971141342235,1.6846237713184726,0.007369514824560169,0.03665191429188092,0.1345273142852073,8.416800334453557,-6.680400265455225,-3.0276001203060057,1015.08119140625,,,,,,,,,,,
290.0,-0.5223639292351374,9.400957170065926,1.7302177921462596,0.0019456718506015852,0.033172726753851293,0.14816124704538003,8.344800331592534,-6.764400268793085,-3.1236001241207028,1015.08169921875,,,,,,,,,,,
295.0,-0.5420422717945286,9.398968451670715,1.6747817050947604,-0.007653161661176948,0.029927440619216535,0.144760193295471,8.272800328731511,-6.848400272130945,-3.2196001279354,1015.08220703125,,,,,,,,,,,
300.0,-0.4972850777763024,9.45865664380052,1.6813699705001177,-0.021385365410462518,0.026418651033681167,0.1342338245388649,8.200800325870489,-6.9324002754688046,-3.315600131750097,1015.08271484375,,,,,,,,,,,
305.0,-0.4913129747141916,9.54724283922183,1.7172025888727822,-0.03154951246865617,0.023623510592677914,0.11670067086348083,8.128800323009466,-7.016400278806664,-3.4116001355647936,1015.08322265625,,,,,,,,,,,
310.0,-0.3385064993247493,9.540852330312823,1.7937797062469598,-0.02979045024543932,0.032801696903285105,0.07952735972079344,8.10720032215116,-6.978000277280786,-3.4212001359462634,1015.08373046875,,,,,,,,,,,
315.0,-0.26784185488245466,9.57270788667869,1.9089389483828552,-0.021521819084732698,0.02752298561156997,0.05001217739258861,8.119200322627997,-6.858000272512414,-3.373200134038915,1015.08423828125,,,,,,,,,,,
320.0,-0.29510052395887054,9.712747731382326,1.9053765889065275,-0.02076941809873252,0.029204135534982363,0.06276691143219817,8.131200323104833,-6.738000267744043,-3.3252001321315663,1015.08474609375,,,,,,,,,,,
325.0,-0.32044907606410594,9.814601791739051,1.8714521125408614,-0.009860765347039372,0.04144225671316379,0.06110583971666179,8.14320032358167,-6.618000262975672,-3.2772001302242177,1015.08525390625,,,,,,,,,,,
